ArXiv Id,Ground Truth ROR IDs,Extracted ROR IDs,Missing ROR IDs,Extra ROR IDs
2201.00420v1,{'https://ror.org/03rmrcq20'},"{'https://ror.org/03rmrcq20', 'https://ror.org/02z5nhe81'}",set(),{'https://ror.org/02z5nhe81'}
2201.00421v1,{'https://ror.org/02p77k626'},{'https://ror.org/052gg0110'},{'https://ror.org/02p77k626'},{'https://ror.org/052gg0110'}
2201.00423v1,"{'https://ror.org/03vek6s52', 'https://ror.org/01bj3aw27', 'https://ror.org/02jbv0t02', 'https://ror.org/00mmn6b08'}","{'https://ror.org/03vek6s52', 'https://ror.org/02jbv0t02'}","{'https://ror.org/01bj3aw27', 'https://ror.org/00mmn6b08'}",set()
2201.00424v1,{'https://ror.org/0316ej306'},set(),{'https://ror.org/0316ej306'},set()
2201.00427v2,"{'https://ror.org/02xqwa087', 'https://ror.org/0034eay46', 'https://ror.org/01f5ytq51', 'https://ror.org/05qrfxd25'}",{'https://ror.org/05qrfxd25'},"{'https://ror.org/0034eay46', 'https://ror.org/02xqwa087', 'https://ror.org/01f5ytq51'}",set()
2201.00428v1,"{'https://ror.org/02y72wh86', 'https://ror.org/00f54p054', 'https://ror.org/03x0c7470', 'https://ror.org/00fbnyb24'}","{'https://ror.org/033n9gh91', 'https://ror.org/00hx57361', 'https://ror.org/00f54p054', 'https://ror.org/00strmv13'}","{'https://ror.org/02y72wh86', 'https://ror.org/03x0c7470', 'https://ror.org/00fbnyb24'}","{'https://ror.org/00hx57361', 'https://ror.org/033n9gh91', 'https://ror.org/00strmv13'}"
2201.00429v1,"{'https://ror.org/02s376052', 'https://ror.org/01rvn4p91'}",set(),"{'https://ror.org/02s376052', 'https://ror.org/01rvn4p91'}",set()
2201.00431v1,{'https://ror.org/01a1xfd09'},"{'https://ror.org/030ym6p85', 'https://ror.org/044yd9t77'}",{'https://ror.org/01a1xfd09'},"{'https://ror.org/030ym6p85', 'https://ror.org/044yd9t77'}"
2201.00433v1,"{'https://ror.org/0034eay46', 'https://ror.org/005ta0471', 'https://ror.org/05symbg58', 'https://ror.org/01red3556'}",set(),"{'https://ror.org/0034eay46', 'https://ror.org/005ta0471', 'https://ror.org/05symbg58', 'https://ror.org/01red3556'}",set()
2201.00435v1,"{'https://ror.org/05p8z3f47', 'https://ror.org/02zdkmf61'}","{'https://ror.org/0257kt353', 'https://ror.org/02dqehb95'}","{'https://ror.org/05p8z3f47', 'https://ror.org/02zdkmf61'}","{'https://ror.org/0257kt353', 'https://ror.org/02dqehb95'}"
2201.00436v1,"{'https://ror.org/03dgaqz26', 'https://ror.org/017zhmm22', 'https://ror.org/03nawhv43', 'https://ror.org/00pjdza24'}","{'https://ror.org/023rhb549', 'https://ror.org/03nawhv43', 'https://ror.org/00pjdza24', 'https://ror.org/03v61g875'}","{'https://ror.org/03dgaqz26', 'https://ror.org/017zhmm22'}","{'https://ror.org/03v61g875', 'https://ror.org/023rhb549'}"
2201.00437v1,"{'https://ror.org/00engpz63', 'https://ror.org/04czxss33', 'https://ror.org/01jy46q10'}",set(),"{'https://ror.org/00engpz63', 'https://ror.org/04czxss33', 'https://ror.org/01jy46q10'}",set()
2201.00438v1,{'https://ror.org/0460jpj73'},set(),{'https://ror.org/0460jpj73'},set()
2201.00439v1,{'https://ror.org/0161xgx34'},set(),{'https://ror.org/0161xgx34'},set()
2201.00441v2,"{'https://ror.org/02c9qn167', 'https://ror.org/01485tq96', 'https://ror.org/03grvy078', 'https://ror.org/017zqws13'}","{'https://ror.org/02c9qn167', 'https://ror.org/01485tq96', 'https://ror.org/017zqws13'}",{'https://ror.org/03grvy078'},set()
2201.00445v2,"{'https://ror.org/01aff2v68', 'https://ror.org/020hgte69', 'https://ror.org/01bj3aw27', 'https://ror.org/00mmn6b08'}",{'https://ror.org/01aff2v68'},"{'https://ror.org/020hgte69', 'https://ror.org/01bj3aw27', 'https://ror.org/00mmn6b08'}",set()
2201.00446v2,"{'https://ror.org/02s376052', 'https://ror.org/019wvm592', 'https://ror.org/01rvn4p91', 'https://ror.org/01ej9dk98', 'https://ror.org/03qryx823'}",{'https://ror.org/01ej9dk98'},"{'https://ror.org/02s376052', 'https://ror.org/019wvm592', 'https://ror.org/03qryx823', 'https://ror.org/01rvn4p91'}",set()
2201.00447v1,{'https://ror.org/03qryx823'},set(),{'https://ror.org/03qryx823'},set()
2201.00449v1,"{'https://ror.org/03ebg0v16', 'https://ror.org/01bj3aw27', 'https://ror.org/00jc20583', 'https://ror.org/036266993', 'https://ror.org/02ttsq026'}","{'https://ror.org/04gp5j812', 'https://ror.org/03fgcf430', 'https://ror.org/036266993', 'https://ror.org/02ttsq026'}","{'https://ror.org/03ebg0v16', 'https://ror.org/01bj3aw27', 'https://ror.org/00jc20583'}","{'https://ror.org/03fgcf430', 'https://ror.org/04gp5j812'}"
2201.00450v1,"{'https://ror.org/03x94j517', 'https://ror.org/013meh722', 'https://ror.org/046vje122', 'https://ror.org/001aqnf71'}","{'https://ror.org/013meh722', 'https://ror.org/046vje122'}","{'https://ror.org/03x94j517', 'https://ror.org/001aqnf71'}",set()
2201.00451v1,"{'https://ror.org/01ej9dk98', 'https://ror.org/019wvm592', 'https://ror.org/02zp3yd51', 'https://ror.org/031rekg67'}","{'https://ror.org/019wvm592', 'https://ror.org/02zp3yd51', 'https://ror.org/01ej9dk98', 'https://ror.org/0518wrr32', 'https://ror.org/031rekg67'}",set(),{'https://ror.org/0518wrr32'}
2201.00452v1,"{'https://ror.org/03ebg0v16', 'https://ror.org/01bj3aw27', 'https://ror.org/00jc20583', 'https://ror.org/036266993', 'https://ror.org/02ttsq026'}","{'https://ror.org/04gp5j812', 'https://ror.org/03fgcf430', 'https://ror.org/036266993', 'https://ror.org/02ttsq026'}","{'https://ror.org/03ebg0v16', 'https://ror.org/01bj3aw27', 'https://ror.org/00jc20583'}","{'https://ror.org/03fgcf430', 'https://ror.org/04gp5j812'}"
2201.00453v1,"{'https://ror.org/0220qvk04', 'https://ror.org/02n96ep67', 'https://ror.org/03q648j11'}","{'https://ror.org/03kt66j61', 'https://ror.org/0220qvk04', 'https://ror.org/03q648j11', 'https://ror.org/02n96ep67'}",set(),{'https://ror.org/03kt66j61'}
2201.00454v1,"{'https://ror.org/00d0nc645', 'https://ror.org/023hj5876', 'https://ror.org/00p991c53'}","{'https://ror.org/00p991c53', 'https://ror.org/02eb0rk31'}","{'https://ror.org/00d0nc645', 'https://ror.org/023hj5876'}",{'https://ror.org/02eb0rk31'}
2201.00455v1,"{'https://ror.org/00hj54h04', 'https://ror.org/03qbxj466'}",set(),"{'https://ror.org/00hj54h04', 'https://ror.org/03qbxj466'}",set()
2201.00457v1,"{'https://ror.org/00p991c53', 'https://ror.org/01yqg2h08'}","{'https://ror.org/00p991c53', 'https://ror.org/02eb0rk31'}",{'https://ror.org/01yqg2h08'},{'https://ror.org/02eb0rk31'}
2201.00458v1,"{'https://ror.org/033jnv181', 'https://ror.org/040gcmg81', 'https://ror.org/03wefcv03', 'https://ror.org/05ngeh012', 'https://ror.org/05bqach95', 'https://ror.org/02jz4aj89', 'https://ror.org/05a1qpv97', 'https://ror.org/059wkzj26', 'https://ror.org/03dbr7087', 'https://ror.org/030sjb889', 'https://ror.org/0420zvk78', 'https://ror.org/01cwqze88', 'https://ror.org/0030zas98', 'https://ror.org/01j4v3x97'}",{'https://ror.org/02e463172'},"{'https://ror.org/033jnv181', 'https://ror.org/040gcmg81', 'https://ror.org/03wefcv03', 'https://ror.org/05ngeh012', 'https://ror.org/05bqach95', 'https://ror.org/02jz4aj89', 'https://ror.org/05a1qpv97', 'https://ror.org/059wkzj26', 'https://ror.org/03dbr7087', 'https://ror.org/030sjb889', 'https://ror.org/0420zvk78', 'https://ror.org/01cwqze88', 'https://ror.org/0030zas98', 'https://ror.org/01j4v3x97'}",{'https://ror.org/02e463172'}
2201.00459v1,"{'https://ror.org/00thqtb16', 'https://ror.org/01y1kjr75', 'https://ror.org/0238rvs44'}","{'https://ror.org/00thqtb16', 'https://ror.org/04wbsq162', 'https://ror.org/01y1kjr75', 'https://ror.org/03azxga02'}",{'https://ror.org/0238rvs44'},"{'https://ror.org/03azxga02', 'https://ror.org/04wbsq162'}"
2201.00460v2,"{'https://ror.org/05sbgwt55', 'https://ror.org/01tpvdq80', 'https://ror.org/05bqach95', 'https://ror.org/05bxb3784', 'https://ror.org/00zdnkx70'}","{'https://ror.org/02mfp0b67', 'https://ror.org/05bqach95', 'https://ror.org/05bxb3784', 'https://ror.org/003xyzq10'}","{'https://ror.org/00zdnkx70', 'https://ror.org/05sbgwt55', 'https://ror.org/01tpvdq80'}","{'https://ror.org/02mfp0b67', 'https://ror.org/003xyzq10'}"
2201.00461v1,{'https://ror.org/03yjb2x39'},{'https://ror.org/03ja7dr12'},{'https://ror.org/03yjb2x39'},{'https://ror.org/03ja7dr12'}
2201.00463v1,"{'https://ror.org/04s5mat29', 'https://ror.org/010r9dy59', 'https://ror.org/01pbdzh19', 'https://ror.org/05dxps055', 'https://ror.org/0072zz521', 'https://ror.org/01wspgy28', 'https://ror.org/03m2x1q45', 'https://ror.org/02ttsq026', 'https://ror.org/0460jpj73', 'https://ror.org/03v76x132', 'https://ror.org/027ka1x80', 'https://ror.org/01qtasp15', 'https://ror.org/03wd9za21', 'https://ror.org/02y3ad647', 'https://ror.org/04mte1k06', 'https://ror.org/03tzaeb71', 'https://ror.org/021nxhr62', 'https://ror.org/05sqd3t97', 'https://ror.org/01adx8c71', 'https://ror.org/0260j1g46', 'https://ror.org/047gc3g35', 'https://ror.org/05jyz4092', 'https://ror.org/027k65916', 'https://ror.org/00xkeyj56', 'https://ror.org/040wg7k59', 'https://ror.org/010q4q527', 'https://ror.org/055n47h92', 'https://ror.org/00jc20583', 'https://ror.org/006bmx089'}",set(),"{'https://ror.org/04s5mat29', 'https://ror.org/047gc3g35', 'https://ror.org/05jyz4092', 'https://ror.org/010r9dy59', 'https://ror.org/01pbdzh19', 'https://ror.org/05dxps055', 'https://ror.org/0072zz521', 'https://ror.org/027k65916', 'https://ror.org/00xkeyj56', 'https://ror.org/040wg7k59', 'https://ror.org/01wspgy28', 'https://ror.org/03m2x1q45', 'https://ror.org/010q4q527', 'https://ror.org/02ttsq026', 'https://ror.org/0460jpj73', 'https://ror.org/03v76x132', 'https://ror.org/027ka1x80', 'https://ror.org/01qtasp15', 'https://ror.org/03wd9za21', 'https://ror.org/02y3ad647', 'https://ror.org/04mte1k06', 'https://ror.org/03tzaeb71', 'https://ror.org/021nxhr62', 'https://ror.org/055n47h92', 'https://ror.org/00jc20583', 'https://ror.org/006bmx089', 'https://ror.org/05sqd3t97', 'https://ror.org/01adx8c71', 'https://ror.org/0260j1g46'}",set()
2201.00464v1,"{'https://ror.org/05qbk4x57', 'https://ror.org/03qdqbt06', 'https://ror.org/02e7b5302', 'https://ror.org/0090r4d87', 'https://ror.org/034t30j35', 'https://ror.org/00d0nc645'}","{'https://ror.org/05qbk4x57', 'https://ror.org/03qdqbt06', 'https://ror.org/0090r4d87', 'https://ror.org/034t30j35'}","{'https://ror.org/00d0nc645', 'https://ror.org/02e7b5302'}",set()
2201.00465v2,"{'https://ror.org/007ebp326', 'https://ror.org/05qrfxd25', 'https://ror.org/05fw97k56', 'https://ror.org/02frkq021', 'https://ror.org/029bjdf19'}",{'https://ror.org/05fw97k56'},"{'https://ror.org/007ebp326', 'https://ror.org/02frkq021', 'https://ror.org/029bjdf19', 'https://ror.org/05qrfxd25'}",set()
2201.00466v2,"{'https://ror.org/02xe5ns62', 'https://ror.org/02afcvw97', 'https://ror.org/03cve4549'}","{'https://ror.org/03cve4549', 'https://ror.org/00sdcjz77'}","{'https://ror.org/02xe5ns62', 'https://ror.org/02afcvw97'}",{'https://ror.org/00sdcjz77'}
2201.00467v1,"{'https://ror.org/05p8z3f47', 'https://ror.org/02zdkmf61'}",{'https://ror.org/01k3bjh49'},"{'https://ror.org/05p8z3f47', 'https://ror.org/02zdkmf61'}",{'https://ror.org/01k3bjh49'}
2201.00468v1,"{'https://ror.org/00b30xv10', 'https://ror.org/0034eay46', 'https://ror.org/013q1eq08', 'https://ror.org/01f5ytq51'}","{'https://ror.org/00b30xv10', 'https://ror.org/013q1eq08'}","{'https://ror.org/0034eay46', 'https://ror.org/01f5ytq51'}",set()
2201.00469v4,"{'https://ror.org/05p8z3f47', 'https://ror.org/00df5yc52', 'https://ror.org/02zdkmf61'}",{'https://ror.org/0257kt353'},"{'https://ror.org/05p8z3f47', 'https://ror.org/02zdkmf61', 'https://ror.org/00df5yc52'}",{'https://ror.org/0257kt353'}
2201.00470v6,{'https://ror.org/02nkdxk79'},"{'https://ror.org/02nkdxk79', 'https://ror.org/05patbw61'}",set(),{'https://ror.org/05patbw61'}
2201.00473v3,{'https://ror.org/0207yh398'},{'https://ror.org/013meh722'},{'https://ror.org/0207yh398'},{'https://ror.org/013meh722'}
2201.00474v2,"{'https://ror.org/05sqd3t97', 'https://ror.org/05g3dte14', 'https://ror.org/02vm5rt34'}","{'https://ror.org/05g3dte14', 'https://ror.org/013meh722', 'https://ror.org/02vm5rt34'}",{'https://ror.org/05sqd3t97'},{'https://ror.org/013meh722'}
2201.00476v1,set(),"{'https://ror.org/052z7nw84', 'https://ror.org/00qaa6j11'}",set(),"{'https://ror.org/052z7nw84', 'https://ror.org/00qaa6j11'}"
2201.00477v2,"{'https://ror.org/04w8z7f34', 'https://ror.org/00yae6e25', 'https://ror.org/01tjs6929', 'https://ror.org/00htwgm11', 'https://ror.org/03cqe8w59', 'https://ror.org/01a1xfd09'}","{'https://ror.org/030ym6p85', 'https://ror.org/044yd9t77'}","{'https://ror.org/04w8z7f34', 'https://ror.org/00yae6e25', 'https://ror.org/01tjs6929', 'https://ror.org/00htwgm11', 'https://ror.org/03cqe8w59', 'https://ror.org/01a1xfd09'}","{'https://ror.org/030ym6p85', 'https://ror.org/044yd9t77'}"
2201.00478v2,"{'https://ror.org/01an7q238', 'https://ror.org/00pjdza24', 'https://ror.org/052gg0110'}","{'https://ror.org/01an7q238', 'https://ror.org/00pjdza24'}",{'https://ror.org/052gg0110'},set()
2201.00479v1,"{'https://ror.org/032db5x82', 'https://ror.org/05sqd3t97'}",{'https://ror.org/032db5x82'},{'https://ror.org/05sqd3t97'},set()
2201.00480v1,{'https://ror.org/03cve4549'},"{'https://ror.org/04bptvv47', 'https://ror.org/03cve4549'}",set(),{'https://ror.org/04bptvv47'}
2201.00481v1,"{'https://ror.org/00jmfr291', 'https://ror.org/04sxme922', 'https://ror.org/018hded08'}","{'https://ror.org/04sxme922', 'https://ror.org/01p884a79', 'https://ror.org/00jmfr291'}",{'https://ror.org/018hded08'},{'https://ror.org/01p884a79'}
2201.00482v2,{'https://ror.org/02kpeqv85'},{'https://ror.org/013meh722'},{'https://ror.org/02kpeqv85'},{'https://ror.org/013meh722'}
2201.00483v2,{'https://ror.org/0043h8f16'},"{'https://ror.org/0043h8f16', 'https://ror.org/03xrrjk67'}",set(),{'https://ror.org/03xrrjk67'}
2201.00484v1,"{'https://ror.org/01q1z8k08', 'https://ror.org/02gz6gg07', 'https://ror.org/0447fe631', 'https://ror.org/04n9sc266', 'https://ror.org/05sqd3t97', 'https://ror.org/01973x930', 'https://ror.org/02m4c1x70', 'https://ror.org/006gmme17'}",{'https://ror.org/02knr1992'},"{'https://ror.org/01q1z8k08', 'https://ror.org/02gz6gg07', 'https://ror.org/0447fe631', 'https://ror.org/04n9sc266', 'https://ror.org/05sqd3t97', 'https://ror.org/01973x930', 'https://ror.org/02m4c1x70', 'https://ror.org/006gmme17'}",{'https://ror.org/02knr1992'}
2201.00485v1,"{'https://ror.org/048a87296', 'https://ror.org/05xg72x27', 'https://ror.org/05a7rhx54'}","{'https://ror.org/048a87296', 'https://ror.org/05xg72x27', 'https://ror.org/05k9pq902'}",{'https://ror.org/05a7rhx54'},{'https://ror.org/05k9pq902'}
2201.00486v1,{'https://ror.org/02k3smh20'},"{'https://ror.org/02k3smh20', 'https://ror.org/05g1zjw44'}",set(),{'https://ror.org/05g1zjw44'}
2201.00487v2,"{'https://ror.org/010fbpe82', 'https://ror.org/02zhqgq86'}",{'https://ror.org/02zhqgq86'},{'https://ror.org/010fbpe82'},set()
2201.00488v3,"{'https://ror.org/03y3e3s17', 'https://ror.org/03893we55'}",{'https://ror.org/02xtbq882'},"{'https://ror.org/03y3e3s17', 'https://ror.org/03893we55'}",{'https://ror.org/02xtbq882'}
2201.00489v3,"{'https://ror.org/03cs53d16', 'https://ror.org/0447fe631', 'https://ror.org/04w7skc03', 'https://ror.org/030emg558', 'https://ror.org/03ar0mv07'}","{'https://ror.org/04w7skc03', 'https://ror.org/05syseh24'}","{'https://ror.org/0447fe631', 'https://ror.org/030emg558', 'https://ror.org/03cs53d16', 'https://ror.org/03ar0mv07'}",{'https://ror.org/05syseh24'}
2201.00491v2,"{'https://ror.org/05hh8d621', 'https://ror.org/03v76x132'}","{'https://ror.org/03v76x132', 'https://ror.org/02eb0rk31'}",{'https://ror.org/05hh8d621'},{'https://ror.org/02eb0rk31'}
2201.00492v2,"{'https://ror.org/01mv9t934', 'https://ror.org/022k4wk35', 'https://ror.org/03p3aeb86'}","{'https://ror.org/030t7nd77', 'https://ror.org/022k4wk35'}","{'https://ror.org/01mv9t934', 'https://ror.org/03p3aeb86'}",{'https://ror.org/030t7nd77'}
2201.00496v3,"{'https://ror.org/04rdtx186', 'https://ror.org/01mv9t934', 'https://ror.org/00wtvfq62', 'https://ror.org/050qmg959'}","{'https://ror.org/006teas31', 'https://ror.org/005d8s603', 'https://ror.org/050qmg959'}","{'https://ror.org/04rdtx186', 'https://ror.org/01mv9t934', 'https://ror.org/00wtvfq62'}","{'https://ror.org/005d8s603', 'https://ror.org/006teas31'}"
2201.00497v1,"{'https://ror.org/04gzb2213', 'https://ror.org/048xjjh50', 'https://ror.org/047x65e68'}",{'https://ror.org/047x65e68'},"{'https://ror.org/04gzb2213', 'https://ror.org/048xjjh50'}",set()
2201.00498v2,"{'https://ror.org/05p8z3f47', 'https://ror.org/017zhmm22', 'https://ror.org/01p2t4k13', 'https://ror.org/02zdkmf61'}","{'https://ror.org/017zhmm22', 'https://ror.org/0257kt353', 'https://ror.org/02dqehb95'}","{'https://ror.org/05p8z3f47', 'https://ror.org/01p2t4k13', 'https://ror.org/02zdkmf61'}","{'https://ror.org/0257kt353', 'https://ror.org/02dqehb95'}"
2201.00499v1,{'https://ror.org/05r78ng12'},{'https://ror.org/013meh722'},{'https://ror.org/05r78ng12'},{'https://ror.org/013meh722'}
2201.00500v1,"{'https://ror.org/0004wsx81', 'https://ror.org/02hmjzt55'}",{'https://ror.org/02hmjzt55'},{'https://ror.org/0004wsx81'},set()
2201.00501v2,{'https://ror.org/03tbh6y23'},"{'https://ror.org/03tbh6y23', 'https://ror.org/052gg0110'}",set(),{'https://ror.org/052gg0110'}
2201.00503v1,"{'https://ror.org/024ape423', 'https://ror.org/02mkz3e80', 'https://ror.org/01gfs0a38', 'https://ror.org/00f7hpc57'}",{'https://ror.org/024ape423'},"{'https://ror.org/02mkz3e80', 'https://ror.org/01gfs0a38', 'https://ror.org/00f7hpc57'}",set()
2201.00505v1,"{'https://ror.org/00cvxb145', 'https://ror.org/02rx3b187', 'https://ror.org/02feahw73', 'https://ror.org/05sbt2524'}","{'https://ror.org/02feahw73', 'https://ror.org/05sbt2524'}","{'https://ror.org/00cvxb145', 'https://ror.org/02rx3b187'}",set()
2201.00506v1,"{'https://ror.org/030sjb889', 'https://ror.org/00582g326'}",{'https://ror.org/00582g326'},{'https://ror.org/030sjb889'},set()
2201.00507v2,{'https://ror.org/0488q6085'},{'https://ror.org/05trd4x28'},{'https://ror.org/0488q6085'},{'https://ror.org/05trd4x28'}
2201.00508v1,"{'https://ror.org/00cvxb145', 'https://ror.org/02rx3b187', 'https://ror.org/02feahw73', 'https://ror.org/05sbt2524'}","{'https://ror.org/02feahw73', 'https://ror.org/05sbt2524'}","{'https://ror.org/00cvxb145', 'https://ror.org/02rx3b187'}",set()
2201.00510v1,"{'https://ror.org/00djv2c17', 'https://ror.org/048xjjh50'}",{'https://ror.org/00djv2c17'},{'https://ror.org/048xjjh50'},set()
2201.00511v1,"{'https://ror.org/04gzb2213', 'https://ror.org/048xjjh50', 'https://ror.org/03rgjt374'}",set(),"{'https://ror.org/04gzb2213', 'https://ror.org/048xjjh50', 'https://ror.org/03rgjt374'}",set()
2201.00512v1,"{'https://ror.org/05qbk4x57', 'https://ror.org/003n8re58', 'https://ror.org/013q1eq08', 'https://ror.org/034t30j35'}","{'https://ror.org/034t30j35', 'https://ror.org/04t4pcw17', 'https://ror.org/013q1eq08'}","{'https://ror.org/05qbk4x57', 'https://ror.org/003n8re58'}",{'https://ror.org/04t4pcw17'}
2201.00513v1,"{'https://ror.org/04zmssz18', 'https://ror.org/01rk35k63', 'https://ror.org/02kvxyf05'}",set(),"{'https://ror.org/04zmssz18', 'https://ror.org/01rk35k63', 'https://ror.org/02kvxyf05'}",set()
2201.00514v3,"{'https://ror.org/030sjb889', 'https://ror.org/02qyf5152'}",{'https://ror.org/02qyf5152'},{'https://ror.org/030sjb889'},set()
2201.00515v1,"{'https://ror.org/00cvxb145', 'https://ror.org/030bhh786', 'https://ror.org/01skt4w74'}","{'https://ror.org/00cvxb145', 'https://ror.org/030bhh786', 'https://ror.org/05k9pq902'}",{'https://ror.org/01skt4w74'},{'https://ror.org/05k9pq902'}
2201.00516v3,"{'https://ror.org/05n911h24', 'https://ror.org/03rtgjq94', 'https://ror.org/02b6qw903', 'https://ror.org/05htk5m33'}","{'https://ror.org/05htk5m33', 'https://ror.org/00p991c53', 'https://ror.org/02b6qw903'}","{'https://ror.org/05n911h24', 'https://ror.org/03rtgjq94'}",{'https://ror.org/00p991c53'}
2201.00518v1,"{'https://ror.org/04gzb2213', 'https://ror.org/048xjjh50', 'https://ror.org/03rgjt374'}",set(),"{'https://ror.org/04gzb2213', 'https://ror.org/048xjjh50', 'https://ror.org/03rgjt374'}",set()
2201.00520v3,"{'https://ror.org/03cve4549', 'https://ror.org/04z1nmb83'}",{'https://ror.org/03cve4549'},{'https://ror.org/04z1nmb83'},set()
2201.00522v4,"{'https://ror.org/05hh8d621', 'https://ror.org/05tkyf982'}","{'https://ror.org/05g1zjw44', 'https://ror.org/05rw9t746', 'https://ror.org/05tkyf982'}",{'https://ror.org/05hh8d621'},"{'https://ror.org/05g1zjw44', 'https://ror.org/05rw9t746'}"
2201.00524v5,{'https://ror.org/050c3cw24'},{'https://ror.org/013meh722'},{'https://ror.org/050c3cw24'},{'https://ror.org/013meh722'}
